timestamp,cumulFlow
"""2025-04-08T03:44:28.000Z""",248.47
"""2025-04-08T03:54:28.000Z""",248.47
"""2025-04-08T04:04:28.000Z""",248.47
"""2025-04-08T04:14:28.000Z""",248.47
"""2025-04-08T04:24:28.000Z""",248.47
"""2025-04-08T04:34:28.000Z""",248.47
"""2025-04-08T04:44:28.000Z""",248.47
"""2025-04-08T04:54:28.000Z""",248.47
"""2025-04-08T05:04:28.000Z""",248.47
"""2025-04-08T05:14:28.000Z""",248.47
"""2025-04-08T05:24:28.000Z""",248.47
"""2025-04-08T05:34:28.000Z""",248.47
"""2025-04-08T05:44:28.000Z""",248.47
"""2025-04-08T05:54:28.000Z""",248.47
"""2025-04-08T06:04:28.000Z""",248.47
"""2025-04-08T06:14:28.000Z""",248.47
"""2025-04-08T06:24:28.000Z""",248.47

